longitude;latitude;desserte;station_id;nomgar;nb_trains;tps_mini;tps_moy;tps_maxi;gares_iden;nomgar_triee;longitude;latitude
 2.41907589947;48.7251036687;C;;ABLON;4;14;14;14;461;LE STADE; 2.26068617959;48.9311105245
 2.40335120865;48.7123692221;C;;ATHIS-MONS;4;17;17;17;462;LE BOURGET; 2.42569297611;48.9308091187
 2.31830325359;48.6847834202;C;;GRAVIGNY-BALIZY;4;32;32;32;317;LE BOURGET; 2.42569297611;48.9308091187
 2.30678774425;48.6355834767;C;;ST-MICHEL-SUR-ORGE;8;25;26;28;311;LA COURNEUVE-AUBERVILLIERS; 2.38521422143;48.9241508431
 2.23998355332;48.5860907453;C;;ARPAJON;4;34;34;34;315;LA COURNEUVE-AUBERVILLIERS; 2.38521422143;48.9241508431
 2.22072527516;48.5820708983;C;;EGLY;4;37;37;37;316;COLOMBES; 2.25943349539;48.9237860443
 2.25496620589;48.520487945;C;;LARDY;4;32;32;32;308;HOUILLES-CARRIERES-SUR-SEINE; 2.18461224566;48.9206790673
 2.30161100254;48.8627802931;C;;PONT DE L'ALMA;0;0;0;0;43;HOUILLES-CARRIERES-SUR-SEINE; 2.18461224566;48.9206790673
 2.31447037092;48.8938820535;C;;PORTE DE CLICHY;0;0;0;0;57;LES GRESILLONS; 2.31415796249;48.9202084399
 2.27977625323;48.8534852406;C;;AV. PDT KENNEDY - MAISON DE RADIO FRANCE;0;0;0;0;46;LA-PLAINE-STADE-DE-FRANCE; 2.36316398284;48.9183324976
 2.31377571488;48.6533647625;C;;STE-GENEVIEVE-DES-BOIS;8;22;23;25;320;LA-PLAINE-STADE-DE-FRANCE; 2.36316398284;48.9183324976
 2.17221625506;48.5651336545;C;;BREUILLET-VILLAGE;4;43;43;43;303;STADE-DE-FRANCE-SAINT-DENIS; 2.35018043548;48.9177286392
 1.99516102205;48.5356812227;C;;DOURDAN-LA-FORET;2;60;60;60;249;BOIS-COLOMBES; 2.27263627089;48.9134187239
 2.06930467364;48.535818438;C;;SERMAISE;4;52;52;52;248;LA GARENNE-COLOMBES; 2.23975951017;48.9096808867
 2.29039055913;48.5333169832;C;;BOURAY;4;29;29;29;307;MAULE; 1.85717645165;48.9093510586
 2.31308838967;48.8629668413;C;;INVALIDES;0;0;0;0;62;ASNIERES-SUR-SEINE; 2.28268562329;48.9060876724
 2.3224045375;48.9052627838;C;;ST-OUEN;4;3;3;3;55;ST-OUEN; 2.3224045375;48.9052627838
 2.40327276825;48.799253554;C;;VITRY-SUR-SEINE;4;6;6;6;70;ST-GERMAIN G.C.; 2.07300859363;48.9043890342
 2.40956721968;48.7826198906;C;;LES ARDOINES;4;9;9;9;72;ESBLY; 2.81108901177;48.9033008982
 2.37301168986;48.7483030706;C;;PONT-DE-RUNGIS-AEROPORT D'ORLY;4;23;23;23;454;NANTERRE-UNIVERSITE; 2.2152129955;48.9015711831
 2.4262226503;48.7400998068;C;;VILLENEUVE-LE-ROI;4;11;11;11;459;NANTERRE-UNIVERSITE; 2.2152129955;48.9015711831
 2.3765904052;48.8300992166;C;;BIBLIOTHEQUE FRANCOIS MITTERAND;0;0;0;0;80;PANTIN; 2.40171006966;48.8982592283
 2.27062590561;48.839195475;C;;BD VICTOR - PONT DU GARIGLIANO;14;2;3;4;7;LE VESINET-LE-PECQ; 2.12187676653;48.8981863297
 2.19233456006;48.7591082413;C;;VAUBOYEN;4;55;55;55;333;COURBEVOIE; 2.24794716931;48.8981397485
 2.25932291223;48.8199105906;C;;ISSY;8;7;8;9;15;ST-GERMAIN-EN-LAYE; 2.09514532288;48.8978437774
 2.21624140869;48.7508576662;C;;BIEVRES;4;52;52;52;339;ST-GERMAIN-EN-LAYE; 2.09514532288;48.8978437774
 2.35224183974;48.6762751809;C;;SAVIGNY-SUR-ORGE;12;15;19;24;442;CLICHY-LEVALLOIS; 2.29784397207;48.8976341777
 2.33469208206;48.6754418077;C;;PETIT-VAUX;4;28;28;28;318;LES CHAMPS-FORTS; 2.80633131854;48.8968581962
 2.14523633733;48.4273872303;C;;ST-MARTIN-D'ETAMPES;4;51;51;51;301;NANTERRE-PREFECTURE; 2.22283228666;48.8953318982
 2.27388677921;48.8581507739;C;;BOULAINVILLIERS;0;0;0;0;44;NANTERRE-PREFECTURE; 2.22283228666;48.8953318982
 2.27546145686;48.8708505724;C;;AV. FOCH;0;0;0;0;41;NANTERRE-VILLE; 2.19582458188;48.8952936893
 2.27210898962;48.8644825081;C;;AV. HENRI MARTIN;0;0;0;0;42;NANTERRE-VILLE; 2.19582458188;48.8952936893
 2.26749992189;48.5917876669;C;;LA NORVILLE-ST-GERMAIN-LES-ARPAJON;4;31;31;31;313;ST-GERMAIN-BEL-AIR-FOURQUEUX; 2.06986959865;48.8943442366
 2.19457559497;48.4936848426;C;;ETRECHY;4;39;39;39;305;BONDY; 2.47892309315;48.8940114555
 2.32640165544;48.8606873652;C;;MUSEE D'ORSAY;0;0;0;0;63;PORTE DE CLICHY; 2.31447037092;48.8938820535
 2.29013012051;48.857395915;C;;CHAMP-DE-MARS TOUR-EIFFEL;0;0;0;0;45;MAREIL-SUR-MAULDRE; 1.87164772142;48.8933210888
 2.28546954902;48.8785508017;C;;NEUILLY-PORTE MAILLOT;0;0;0;0;39;LA DEFENSE; 2.23683902398;48.8922154903
 2.38261286409;48.6897839297;C-D;;JUVISY;32;10;16;26;440;LA DEFENSE; 2.23683902398;48.8922154903
 2.19724757063;49.0075263044;C-H;;MONTIGNY-BEAUCHAMP;8;19;20;21;381;MONTRY-CONDE; 2.82595185813;48.8910013291
 2.25731901391;48.9850639646;C-H;;CERNAY;8;13;13;14;391;LE VESINET-CENTRE; 2.13466366561;48.8900421706
 2.10600333866;49.0453287479;C-H;;ST-OUEN-L'AUMONE;12;29;30;31;375;LE VESINET-CENTRE; 2.13466366561;48.8900421706
 2.1279334778;49.034415951;C-H;;ST-OUEN-L'AUMONE - LIESSE;8;29;36;36;516;LE RAINCY-VILLEMOMBLE-MONTFERMEIL; 2.51220803494;48.8892321368
 2.15342743808;49.0194652475;C-H;;PIERRELAYE;8;23;24;25;378;PONT-CARDINET; 2.3145958844;48.8877400279
 2.23550543753;48.9932891415;C-H;;FRANCONVILLE-PLESSIS-BOUCHARD;8;16;16;17;389;RUEIL-MALMAISON; 2.17203493245;48.88758657
 2.27284311657;48.9805835777;C-H-J;;ERMONT-EAUBONNE;18;10;15;20;392;RUEIL-MALMAISON; 2.17203493245;48.88758657
 2.17159212234;48.8006401661;C-N;;VIROFLAY R.G;16;11;14;16;325;CHATOU-CROISSY; 2.15559328446;48.8852592747
 2.13598643005;48.7952359126;C-N-U;;VERSAILLES-CHANTIERS;29;12;23;67;330;CHATOU-CROISSY; 2.15559328446;48.8852592747
 2.07218433599;48.798778565;C-N-U;;ST-CYR;12;24;24;25;260;GAGNY; 2.52489035559;48.8839501624
 2.04483681824;48.7876462068;C-N-U;;ST-QUENTIN-EN-YVELINES;12;22;25;28;261;COUILLY-ST-GERMAIN-QUINCY; 2.85455436676;48.8824456043
 2.4335925808;48.7655376017;D;;VILLENEUVE-PRAIRIE;4;13;13;13;74;ROSNY-BOIS-PERRIER; 2.48140017332;48.8822796499
 2.4461830501;48.7296895915;D;;VILLENEUVE-ST-GEORGES;12;11;14;18;460;LAGNY-THORIGNY; 2.70396720283;48.8820801668
 2.4141405794;48.7083709292;D;;VIGNEUX-SUR-SEINE;8;15;18;22;463;MAGENTA; 2.35933620652;48.8813437677
 2.41560945727;48.6588245386;D;;RIS-ORANGIS;4;33;33;33;445;PARIS NORD; 2.35528977939;48.8810960459
 2.47915076011;48.5744768944;D;;LE PLESSIS-CHENET;4;56;56;56;429;GARE DU NORD; 2.35677073894;48.8807567474
 2.53343905272;48.6807924498;D;;BOUSSY-ST-ANTOINE;7;24;26;27;448;GARE DU NORD; 2.35677073894;48.8807567474
 2.59433293692;48.5654395225;D;;CESSON;7;39;41;42;127;PARIS EST; 2.35956099787;48.877506597
 2.57243014642;48.529621652;D;;BOISSISE-LE-ROI;4;70;70;70;433;CHENAY-GAGNY; 2.55355622033;48.8771067194
 2.47337942156;48.6139844563;D;;CORBEIL-ESSONNES;12;37;39;42;451;GARE ST-LAZARE; 2.32489522902;48.8764963053
 2.37105577455;48.5321153548;D;;BALLANCOURT;4;51;51;51;427;VAIRES-TORCY; 2.64049357829;48.8753472743
 2.35232976281;48.4858249559;D;;LA FERTE-ALAIS;4;56;56;56;428;HAUSSMANN ST-LAZARE; 2.32698403331;48.8749904367
 2.37906962449;48.3423603551;D;;BOIGNEVILLE;4;73;73;73;199;CHELLES-GOURNAY; 2.58283649174;48.8741170924
 2.47751757824;49.0329278964;D;;LES NOUES;4;21;21;21;490;CHARLES DE GAULLE ETOILE; 2.29511719646;48.8740881747
 2.41644604674;48.9939712257;D;;VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;12;15;17;19;489;AUBER; 2.32900115776;48.872603038
 2.39057877463;48.9767251559;D;;GARGES-SARCELLES;12;11;14;16;477;MARLY-LE-ROI; 2.09654993543;48.8714791618
 2.35018043548;48.9177286392;D;;STADE-DE-FRANCE-SAINT-DENIS;4;5;5;5;103;AV. FOCH; 2.27546145686;48.8708505724
 2.38677064081;48.6760748701;D;;VIRY-CHATILLON;8;29;29;29;443;MARNE-LA-VALLEE CHESSY; 2.78293403234;48.8706828129
 2.5840545762;48.5954526715;D;;SAVIGNY-LE-TEMPLE-NANDY;7;35;37;39;452;MARNE-LA-VALLEE CHESSY; 2.78293403234;48.8706828129
 2.62437022149;48.5395410852;D;;LE MEE;7;43;45;46;128;ROSNY-SOUS-BOIS; 2.48563552472;48.8694017899
 2.54416942212;48.5352291513;D;;PONTHIERRY-PRINGY;4;67;67;67;432;L'ETANG-LA-VILLE; 2.07893504326;48.8693902313
 2.45255465855;48.6342681347;D;;EVRY;4;39;39;39;435;VILLIERS-MONTBARBIN; 2.88323359319;48.8633365972
